Temporada,Fecha_Update,Fruta,Centro_acopio,Estado,PR_Productor,Nombre_Productor,Codigo_Huerto,Nombre_Huerto,Liberacion,Hectareas,Mes,Semana,Cajas_proyectadas,Ha en produccion,Variedad,% avance,% restante,Semanas restantes,Cajas totales,Filial,Kg,Columna1
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,abr-23,14,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,abr-23,15,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,abr-23,16,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,abr-23,17,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,may-23,18,0,"0,00",Sofia,,,,,Meridian Fruits,0,Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,may-23,19,12,"1,00",Sofia,,,,,Meridian Fruits,"0,02",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,may-23,20,46,"1,00",Sofia,,,,,Meridian Fruits,"0,09",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,may-23,21,68,"1,00",Sofia,,,,,Meridian Fruits,"0,14",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,may-23,22,217,"1,00",Sofia,,,,,Meridian Fruits,"0,44",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jun-23,23,319,"1,00",Sofia,,,,,Meridian Fruits,"0,65",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jun-23,24,364,"1,00",Sofia,,,,,Meridian Fruits,"0,74",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jun-23,25,455,"1,00",Sofia,,,,,Meridian Fruits,"0,93",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jun-23,26,341,"1,00",Sofia,,,,,Meridian Fruits,"0,7",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jul-23,27,228,"1,00",Sofia,,,,,Meridian Fruits,"0,47",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jul-23,28,148,"1,00",Sofia,,,,,Meridian Fruits,"0,3",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jul-23,29,68,"1,00",Sofia,,,,,Meridian Fruits,"0,14",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,La Magueyera,,1,jul-23,30,12,"1,00",Sofia,,,,,Meridian Fruits,"0,02",Carolina Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ago-22,31,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ago-22,32,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ago-22,33,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ago-22,34,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",sep-22,35,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",sep-22,36,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",sep-22,37,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",sep-22,38,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",sep-22,39,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",oct-22,40,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",oct-22,41,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",oct-22,42,19,"1,50",Sofia,,,,,Meridian Fruits,"0,04",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",oct-22,43,75,"1,50",Sofia,,,,,Meridian Fruits,"0,15",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",nov-22,44,113,"1,50",Sofia,,,,,Meridian Fruits,"0,23",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",nov-22,45,356,"1,50",Sofia,,,,,Meridian Fruits,"0,73",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",nov-22,46,525,"1,50",Sofia,,,,,Meridian Fruits,"1,07",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",nov-22,47,600,"1,50",Sofia,,,,,Meridian Fruits,"1,22",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",dic-22,48,750,"1,50",Sofia,,,,,Meridian Fruits,"1,53",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",dic-22,49,563,"1,50",Sofia,,,,,Meridian Fruits,"1,15",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",dic-22,50,375,"1,50",Sofia,,,,,Meridian Fruits,"0,77",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",dic-22,51,244,"1,50",Sofia,,,,,Meridian Fruits,"0,5",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",dic-22,52,113,"1,50",Sofia,,,,,Meridian Fruits,"0,23",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ene-23,1,19,"1,50",Sofia,,,,,Meridian Fruits,"0,04",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ene-23,2,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ene-23,3,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",ene-23,4,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",feb-23,5,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",feb-23,6,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",feb-23,7,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",feb-23,8,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",mar-23,9,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",mar-23,10,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",mar-23,11,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",mar-23,12,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",mar-23,13,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",abr-23,14,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",abr-23,15,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",abr-23,16,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",abr-23,17,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",may-23,18,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",may-23,19,15,"1,50",Sofia,,,,,Meridian Fruits,"0,03",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",may-23,20,60,"1,50",Sofia,,,,,Meridian Fruits,"0,12",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",may-23,21,90,"1,50",Sofia,,,,,Meridian Fruits,"0,18",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",may-23,22,285,"1,50",Sofia,,,,,Meridian Fruits,"0,58",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jun-23,23,420,"1,50",Sofia,,,,,Meridian Fruits,"0,86",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jun-23,24,480,"1,50",Sofia,,,,,Meridian Fruits,"0,98",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jun-23,25,600,"1,50",Sofia,,,,,Meridian Fruits,"1,22",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jun-23,26,450,"1,50",Sofia,,,,,Meridian Fruits,"0,92",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jul-23,27,300,"1,50",Sofia,,,,,Meridian Fruits,"0,61",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jul-23,28,195,"1,50",Sofia,,,,,Meridian Fruits,"0,4",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jul-23,29,90,"1,50",Sofia,,,,,Meridian Fruits,"0,18",Diego Hernandez
2022-2023,01/07/2022,Zarzamora org,Zamora,Michoacan,PR00656,BIOSFLORA PRODUCCION SPR DE RL DE CV,,Las Tuzas,,"1,5",jul-23,30,15,"1,50",Sofia,,,,,Meridian Fruits,"0,03",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ago-22,31,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ago-22,32,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ago-22,33,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ago-22,34,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,sep-22,35,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,sep-22,36,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,sep-22,37,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,sep-22,38,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,sep-22,39,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,oct-22,40,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,oct-22,41,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,oct-22,42,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,oct-22,43,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,nov-22,44,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,nov-22,45,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,nov-22,46,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,nov-22,47,13,"1,00",Sofia,,,,,Meridian Fruits,"0,03",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,dic-22,48,50,"1,00",Sofia,,,,,Meridian Fruits,"0,1",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,dic-22,49,75,"1,00",Sofia,,,,,Meridian Fruits,"0,15",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,dic-22,50,238,"1,00",Sofia,,,,,Meridian Fruits,"0,49",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,dic-22,51,350,"1,00",Sofia,,,,,Meridian Fruits,"0,71",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,dic-22,52,400,"1,00",Sofia,,,,,Meridian Fruits,"0,82",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ene-23,1,500,"1,00",Sofia,,,,,Meridian Fruits,"1,02",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ene-23,2,375,"1,00",Sofia,,,,,Meridian Fruits,"0,77",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ene-23,3,250,"1,00",Sofia,,,,,Meridian Fruits,"0,51",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,ene-23,4,163,"1,00",Sofia,,,,,Meridian Fruits,"0,33",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,feb-23,5,75,"1,00",Sofia,,,,,Meridian Fruits,"0,15",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,feb-23,6,13,"1,00",Sofia,,,,,Meridian Fruits,"0,03",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,feb-23,7,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,feb-23,8,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,mar-23,9,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,mar-23,10,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,mar-23,11,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,mar-23,12,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,mar-23,13,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,abr-23,14,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,abr-23,15,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,abr-23,16,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,abr-23,17,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,may-23,18,0,"0,00",Sofia,,,,,Meridian Fruits,0,Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,may-23,19,13,"1,00",Sofia,,,,,Meridian Fruits,"0,03",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,may-23,20,50,"1,00",Sofia,,,,,Meridian Fruits,"0,1",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,may-23,21,75,"1,00",Sofia,,,,,Meridian Fruits,"0,15",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,may-23,22,238,"1,00",Sofia,,,,,Meridian Fruits,"0,49",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,jun-23,23,350,"1,00",Sofia,,,,,Meridian Fruits,"0,71",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,jun-23,24,400,"1,00",Sofia,,,,,Meridian Fruits,"0,82",Diego Hernandez
2022-2023,01/07/2022,Zarzamora,Zamora,Michoacan,PR01768,PR. TARELO CARDENAS MIGUEL ANGEL,,Dolores,,1,jun-23,25,500,"1,00",Sofia,,,,,Meridian Fruits,"1,02",Diego Hernandez
