Temporada,Fecha_Update,Fruta,Centro_acopio,Estado,PR_Productor,Nombre_Productor,Codigo_Huerto,Nombre_Huerto,Liberacion,Hectareas,Mes,Semana,Cajas_proyectadas,Ha en produccion,Variedad,% avance,% restante,Semanas restantes,Cajas totales,Filial,Kg,Columna1
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",mar-23,13,164,"1,50",Biloxi,,,,,Meridian Fruits,"0,33",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",abr-23,14,73,"1,50",Biloxi,,,,,Meridian Fruits,"0,15",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",abr-23,15,55,"1,50",Biloxi,,,,,Meridian Fruits,"0,11",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",abr-23,16,36,"1,50",Biloxi,,,,,Meridian Fruits,"0,07",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",abr-23,17,27,"1,50",Biloxi,,,,,Meridian Fruits,"0,06",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",may-23,18,22,"1,50",Biloxi,,,,,Meridian Fruits,"0,04",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",may-23,19,16,"1,50",Biloxi,,,,,Meridian Fruits,"0,03",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",may-23,20,11,"1,50",Biloxi,,,,,Meridian Fruits,"0,02",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",may-23,21,5,"1,50",Biloxi,,,,,Meridian Fruits,"0,01",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",may-23,22,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jun-23,23,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jun-23,24,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jun-23,25,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jun-23,26,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jul-23,27,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jul-23,28,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jul-23,29,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR00809,PR. SALDAÑA ORTIZ EDGAR RICARDO,5424,Los Coyotes 2 (Edgar Saldaña),,"1,5",jul-23,30,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ago-22,31,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ago-22,32,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ago-22,33,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ago-22,34,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,sep-22,35,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,sep-22,36,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,sep-22,37,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,sep-22,38,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,sep-22,39,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,oct-22,40,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,oct-22,41,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,oct-22,42,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,oct-22,43,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,nov-22,44,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,nov-22,45,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,nov-22,46,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,nov-22,47,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,dic-22,48,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,dic-22,49,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,dic-22,50,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,dic-22,51,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,dic-22,52,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ene-23,1,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ene-23,2,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ene-23,3,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,ene-23,4,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,feb-23,5,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,feb-23,6,8,"3,00",Biloxi,,,,,Meridian Fruits,"0,02",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,feb-23,7,33,"3,00",Biloxi,,,,,Meridian Fruits,"0,07",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,feb-23,8,41,"3,00",Biloxi,,,,,Meridian Fruits,"0,08",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,mar-23,9,82,"3,00",Biloxi,,,,,Meridian Fruits,"0,17",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,mar-23,10,164,"3,00",Biloxi,,,,,Meridian Fruits,"0,33",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,mar-23,11,191,"3,00",Biloxi,,,,,Meridian Fruits,"0,39",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,mar-23,12,218,"3,00",Biloxi,,,,,Meridian Fruits,"0,44",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,mar-23,13,259,"3,00",Biloxi,,,,,Meridian Fruits,"0,53",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,abr-23,14,328,"3,00",Biloxi,,,,,Meridian Fruits,"0,67",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,abr-23,15,410,"3,00",Biloxi,,,,,Meridian Fruits,"0,84",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,abr-23,16,382,"3,00",Biloxi,,,,,Meridian Fruits,"0,78",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,abr-23,17,246,"3,00",Biloxi,,,,,Meridian Fruits,"0,5",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,may-23,18,109,"3,00",Biloxi,,,,,Meridian Fruits,"0,22",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,may-23,19,82,"3,00",Biloxi,,,,,Meridian Fruits,"0,17",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,may-23,20,55,"3,00",Biloxi,,,,,Meridian Fruits,"0,11",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,may-23,21,41,"3,00",Biloxi,,,,,Meridian Fruits,"0,08",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,may-23,22,33,"3,00",Biloxi,,,,,Meridian Fruits,"0,07",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jun-23,23,25,"3,00",Biloxi,,,,,Meridian Fruits,"0,05",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jun-23,24,16,"3,00",Biloxi,,,,,Meridian Fruits,"0,03",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jun-23,25,8,"3,00",Biloxi,,,,,Meridian Fruits,"0,02",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jun-23,26,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jul-23,27,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jul-23,28,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jul-23,29,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,NV00001,PR. CASTAÑEDA JUAN,101,Proaran,,3,jul-23,30,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ago-22,31,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ago-22,32,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ago-22,33,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ago-22,34,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,sep-22,35,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,sep-22,36,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,sep-22,37,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,sep-22,38,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,sep-22,39,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,oct-22,40,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,oct-22,41,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,oct-22,42,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,oct-22,43,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,nov-22,44,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,nov-22,45,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,nov-22,46,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,nov-22,47,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,dic-22,48,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,dic-22,49,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,dic-22,50,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,dic-22,51,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,dic-22,52,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ene-23,1,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ene-23,2,5,"2,00",Biloxi,,,,,Meridian Fruits,"0,01",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ene-23,3,22,"2,00",Biloxi,,,,,Meridian Fruits,"0,04",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,ene-23,4,27,"2,00",Biloxi,,,,,Meridian Fruits,"0,06",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,feb-23,5,55,"2,00",Biloxi,,,,,Meridian Fruits,"0,11",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,feb-23,6,109,"2,00",Biloxi,,,,,Meridian Fruits,"0,22",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,feb-23,7,127,"2,00",Biloxi,,,,,Meridian Fruits,"0,26",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,feb-23,8,146,"2,00",Biloxi,,,,,Meridian Fruits,"0,3",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,mar-23,9,173,"2,00",Biloxi,,,,,Meridian Fruits,"0,35",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,mar-23,10,218,"2,00",Biloxi,,,,,Meridian Fruits,"0,44",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,mar-23,11,273,"2,00",Biloxi,,,,,Meridian Fruits,"0,56",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,mar-23,12,255,"2,00",Biloxi,,,,,Meridian Fruits,"0,52",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,mar-23,13,164,"2,00",Biloxi,,,,,Meridian Fruits,"0,33",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,abr-23,14,73,"2,00",Biloxi,,,,,Meridian Fruits,"0,15",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,abr-23,15,55,"2,00",Biloxi,,,,,Meridian Fruits,"0,11",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,abr-23,16,36,"2,00",Biloxi,,,,,Meridian Fruits,"0,07",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,abr-23,17,27,"2,00",Biloxi,,,,,Meridian Fruits,"0,06",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,may-23,18,22,"2,00",Biloxi,,,,,Meridian Fruits,"0,04",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,may-23,19,16,"2,00",Biloxi,,,,,Meridian Fruits,"0,03",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,may-23,20,11,"2,00",Biloxi,,,,,Meridian Fruits,"0,02",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,may-23,21,5,"2,00",Biloxi,,,,,Meridian Fruits,"0,01",Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,may-23,22,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jun-23,23,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jun-23,24,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jun-23,25,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jun-23,26,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jul-23,27,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jul-23,28,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
2022-2023,01/07/2022,Arandano,Los Reyes,Michoacan,PR01762,PR. RUIZ FLORES ADRIANA,102,Perimera,,2,jul-23,29,0,"0,00",Biloxi,,,,,Meridian Fruits,0,Ignacio Rosales
